image,class
WA01_2015_10_1_16_41_41_835517_id1.bmp,6
WA01_2015_10_1_16_41_41_835517_id10.bmp,6
WA01_2015_10_1_16_41_41_835517_id11.bmp,6
WA01_2015_10_1_16_41_41_835517_id2.bmp,6
WA01_2015_10_1_16_41_41_835517_id3.bmp,6
WA01_2015_10_1_16_41_41_835517_id4.bmp,6
WA01_2015_10_1_16_41_41_835517_id6.bmp,6
WA01_2015_10_1_16_41_41_835517_id7.bmp,6
WA01_2015_10_1_16_41_41_835517_id8.bmp,6
WA01_2015_10_1_16_41_41_835517_id9.bmp,6
WA01_2015_10_2_17_36_50_284725_id11.bmp,6
WA01_2015_10_2_17_36_50_284725_id4.bmp,6
WA01_2015_10_2_17_36_50_284725_id5.bmp,6
WA01_2015_10_2_17_36_50_284725_id6.bmp,6
WA01_2015_10_2_17_36_50_284725_id7.bmp,6
WA01_2015_10_2_17_36_50_284725_id9.bmp,6
WA01_2015_10_2_7_5_55_978327_id1.bmp,6
WA01_2015_10_2_7_5_55_978327_id2.bmp,6
WA01_2015_10_2_7_5_55_978327_id3.bmp,6
WA01_2015_10_2_7_5_55_978327_id4.bmp,6
WA01_2015_10_2_8_15_11_539761_id2.bmp,6
WA01_2015_10_2_8_15_11_539761_id5.bmp,6
WA01_2015_10_2_8_15_11_539761_id7.bmp,6
WA01_2015_10_2_8_16_3_133844_id1.bmp,6
WA01_2015_10_2_8_16_3_133844_id3.bmp,6
WA01_2015_10_3_1_39_8_378828_id2.bmp,6
WA01_2015_10_3_1_39_8_378828_id8.bmp,6
WA01_2015_11_19_15_49_6_647850_id3.bmp,6
WA01_2015_11_19_16_32_34_397341_id1.bmp,6
WA01_2015_11_19_16_32_34_397341_id2.bmp,6
WA01_2015_11_19_16_32_34_397341_id6.bmp,6
WA01_2015_11_20_13_10_20_977939_id1.bmp,6
WA01_2015_11_20_13_10_20_977939_id3.bmp,6
WA01_2015_11_20_13_9_40_434984_id6.bmp,6
WA01_2015_11_20_13_9_40_434984_id7.bmp,6
WA01_2015_11_20_14_7_28_674052_id1.bmp,6
WA01_2015_11_20_14_7_28_674052_id4.bmp,6
WA01_2015_11_20_14_7_28_674052_id6.bmp,6
WA01_2015_11_20_14_7_28_674052_id7.bmp,6
WA01_2015_11_20_15_18_33_742897_id5.bmp,6
WA01_2015_11_20_15_4_39_703842_id10.bmp,6
WA01_2015_11_20_15_4_39_703842_id2.bmp,6
WA01_2015_11_20_15_59_7_780772_id9.bmp,6
WA01_2015_11_20_16_50_12_730909_id2.bmp,6
WA01_2015_11_20_16_50_12_730909_id3.bmp,6
WA01_2015_11_20_16_50_12_730909_id4.bmp,6
WA01_2015_11_20_8_8_36_542022_id2.bmp,6
WA01_2015_11_20_8_8_36_542022_id3.bmp,6
WA01_2015_11_20_8_8_36_542022_id4.bmp,6
WA01_2015_11_20_8_8_36_542022_id5.bmp,6
WA01_2015_11_20_8_8_36_542022_id9.bmp,6
WA01_2015_11_20_9_32_59_236850_id3.bmp,6
WA01_2015_11_20_9_32_59_236850_id4.bmp,6
WA01_2015_11_20_9_32_59_236850_id5.bmp,6
WA01_2015_11_20_9_32_59_236850_id9.bmp,6
WA01_2015_11_21_13_12_34_427236_id10.bmp,6
WA01_2015_11_21_13_12_34_427236_id4.bmp,6
WA01_2015_11_21_13_12_34_427236_id5.bmp,6
WA01_2015_11_21_13_12_34_427236_id8.bmp,6
WA01_2015_11_21_13_13_28_263697_id10.bmp,6
WA01_2015_11_21_13_13_28_263697_id6.bmp,6
WA01_2015_11_21_13_13_28_263697_id7.bmp,6
WA01_2015_11_21_13_14_0_665946_id5.bmp,6
WA01_2015_11_21_13_14_0_665946_id7.bmp,6
WA01_2015_11_21_13_14_0_665946_id8.bmp,6
WA01_2015_11_21_15_18_23_2290_id9.bmp,6
WA01_2015_11_21_23_26_44_91665_id4.bmp,6
WA01_2015_11_21_23_26_44_91665_id5.bmp,6
WA01_2015_11_21_23_28_12_485034_id1.bmp,6
WA01_2015_11_21_23_28_12_485034_id10.bmp,6
WA01_2015_11_21_23_28_12_485034_id7.bmp,6
WA01_2015_11_21_23_28_12_485034_id8.bmp,6
WA01_2015_11_21_8_52_9_829348_id10.bmp,6
WA01_2015_11_21_8_52_9_829348_id5.bmp,6
WA01_2015_11_21_8_52_9_829348_id6.bmp,6
WA01_2015_11_21_9_48_2_215805_id10.bmp,6
WA01_2015_11_21_9_48_2_215805_id7.bmp,6
WA01_2015_11_21_9_9_16_78241_id1.bmp,6
WA01_2015_11_22_13_14_15_387975_id2.bmp,6
WA01_2015_11_22_13_14_15_387975_id4.bmp,6
WA01_2015_11_22_13_14_15_387975_id7.bmp,6
WA01_2015_11_22_13_14_15_387975_id8.bmp,6
WA01_2015_11_22_14_10_51_874525_id6.bmp,6
WA01_2015_11_22_14_10_51_874525_id9.bmp,6
WA01_2015_11_22_14_58_22_33369_id4.bmp,6
WA01_2015_11_22_14_58_22_33369_id9.bmp,6
WA01_2015_11_22_14_58_55_961559_id1.bmp,6
WA01_2015_11_22_14_58_55_961559_id3.bmp,6
WA01_2015_11_22_14_58_55_961559_id5.bmp,6
WA01_2015_11_22_14_58_55_961559_id8.bmp,6
WA01_2015_11_22_14_58_55_961559_id9.bmp,6
WA01_2015_11_22_14_59_33_174552_id3.bmp,6
WA01_2015_11_22_14_59_33_174552_id5.bmp,6
WA01_2015_11_22_14_59_33_174552_id6.bmp,6
WA01_2015_11_22_15_55_55_99816_id10.bmp,6
WA01_2015_11_22_15_55_55_99816_id7.bmp,6
WA01_2015_11_22_9_2_21_222485_id1.bmp,6
WA01_2015_11_22_9_2_21_222485_id2.bmp,6
WA01_2015_11_22_9_2_21_222485_id5.bmp,6
WA01_2015_11_22_9_2_21_222485_id9.bmp,6
WA01_2015_11_22_9_2_2_37096_id10.bmp,6
WA01_2015_11_22_9_2_2_37096_id7.bmp,6
WA01_2015_11_22_9_2_2_37096_id8.bmp,6
WA01_2015_11_22_9_2_2_37096_id9.bmp,6
