image,class
WA08_2016_10_14_9_54_21_944039_id1.bmp,2
WA08_2016_10_14_9_54_21_944039_id8.bmp,2
WA08_2016_10_16_8_51_52_259612_id1.bmp,2
WA08_2016_10_16_8_51_52_259612_id2.bmp,2
WA08_2016_10_16_8_51_52_259612_id6.bmp,2
WA08_2016_10_16_8_51_52_259612_id7.bmp,2
WA08_2016_10_18_12_2_9_479107_id1.bmp,2
WA08_2016_10_18_12_2_9_479107_id2.bmp,2
WA08_2016_10_18_12_2_9_479107_id3.bmp,2
WA08_2016_10_18_12_2_9_479107_id4.bmp,2
WA08_2016_10_18_12_2_9_479107_id5.bmp,2
WA08_2016_10_18_12_2_9_479107_id6.bmp,2
WA08_2016_10_18_7_37_5_81528_id1.bmp,2
WA08_2016_10_18_7_37_5_81528_id2.bmp,2
WA08_2016_10_18_7_37_5_81528_id3.bmp,2
WA08_2016_10_18_7_37_5_81528_id4.bmp,2
WA08_2016_10_18_7_37_5_81528_id5.bmp,2
WA08_2016_10_18_7_37_5_81528_id6.bmp,2
WA08_2016_10_19_11_15_13_805911_id1.bmp,2
WA08_2016_10_19_11_15_13_805911_id2.bmp,2
WA08_2016_10_1_13_34_43_83998_id2.bmp,2
WA08_2016_10_1_13_34_43_83998_id3.bmp,2
WA08_2016_10_1_13_34_43_83998_id4.bmp,2
WA08_2016_10_1_13_34_43_83998_id5.bmp,2
WA08_2016_10_1_9_17_42_573683_id1.bmp,2
WA08_2016_10_1_9_17_42_573683_id2.bmp,2
WA08_2016_10_1_9_17_42_573683_id3.bmp,2
WA08_2016_10_1_9_17_42_573683_id4.bmp,2
WA08_2016_10_1_9_17_42_573683_id5.bmp,2
WA08_2016_10_1_9_17_42_573683_id6.bmp,2
WA08_2016_10_1_9_17_42_573683_id7.bmp,2
WA08_2016_10_1_9_17_42_573683_id8.bmp,2
WA08_2016_10_20_9_39_58_786011_id2.bmp,2
WA08_2016_10_20_9_39_58_786011_id3.bmp,2
WA08_2016_10_20_9_39_58_786011_id4.bmp,2
WA08_2016_10_22_15_45_53_222004_id1.bmp,2
WA08_2016_10_22_15_45_53_222004_id2.bmp,2
WA08_2016_10_22_15_45_53_222004_id3.bmp,2
WA08_2016_10_22_15_45_53_222004_id4.bmp,2
WA08_2016_10_22_15_45_53_222004_id5.bmp,2
WA08_2016_10_22_15_45_53_222004_id6.bmp,2
WA08_2016_10_22_15_45_53_222004_id7.bmp,2
WA08_2016_10_23_15_23_4_110516_id1.bmp,2
WA08_2016_10_23_15_23_4_110516_id2.bmp,2
WA08_2016_10_23_15_23_4_110516_id3.bmp,2
WA08_2016_10_23_15_23_4_110516_id4.bmp,2
WA08_2016_10_23_15_23_4_110516_id5.bmp,2
WA08_2016_10_23_15_23_4_110516_id6.bmp,2
WA08_2016_10_23_15_23_4_110516_id7.bmp,2
WA08_2016_10_23_15_23_4_110516_id8.bmp,2
WA08_2016_10_2_12_42_31_905378_id1.bmp,2
WA08_2016_10_2_12_42_31_905378_id2.bmp,2
WA08_2016_10_2_12_42_31_905378_id3.bmp,2
WA08_2016_10_2_12_42_31_905378_id4.bmp,2
WA08_2016_10_2_12_42_31_905378_id5.bmp,2
WA08_2016_10_2_12_42_31_905378_id6.bmp,2
